(1.1) Sub-Category from Category Set,(1.2) Sub-Category from Category Set,All-in-one Calc (1),All-in-one Calc (2),All-in-one Calc (3),Category,Colour by Category Level,Manufacturer,Order Date,Product Name,Sub-Category,Sales
,Technology,False,False,Technology,Technology,Category,Epson,21/06/2018,Epson Perfection V600 Photo Scanner,Machines,206.991
,Technology,False,False,Technology,Technology,Category,Other,07/09/2018,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,Machines,399.54
,Technology,False,False,Technology,Technology,Category,Ativa,14/09/2018,Ativa V4110MDD Micro-Cut Shredder,Machines,2799.96
,Technology,False,False,Technology,Technology,Category,Hewlett-Packard,10/10/2018,Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner,Machines,101.994
,Technology,False,False,Technology,Technology,Category,Hewlett-Packard,14/12/2018,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",Machines,6999.96
,Technology,False,False,Technology,Technology,Category,Cisco,27/04/2019,Cisco SPA525G2 5-Line IP Phone,Machines,1379.92
,Technology,False,False,Technology,Technology,Category,Fellowes,09/07/2019,Fellowes Powershred HS-440 4-Sheet High Security Shredder,Machines,464.97
,Technology,False,False,Technology,Technology,Category,Ativa,26/09/2019,Ativa MDM8000 8-Sheet Micro-Cut Shredder,Machines,629.93
,Technology,False,False,Technology,Technology,Category,Other,30/10/2019,Star Micronics TSP100 TSP143LAN Receipt Printer,Machines,1035.8
,Technology,False,False,Technology,Technology,Category,Zebra,08/11/2019,Zebra ZM400 Thermal Label Printer,Machines,4643.8
,Technology,False,False,Technology,Technology,Category,Zebra,09/11/2019,Zebra ZM400 Thermal Label Printer,Machines,2321.9
,Technology,False,False,Technology,Technology,Category,Cubify,15/12/2019,Cubify CubeX 3D Printer Double Head Print,Machines,1799.994
,Technology,False,False,Technology,Technology,Category,Ativa,01/03/2020,Ativa V4110MDD Micro-Cut Shredder,Machines,4899.93
,Technology,False,False,Technology,Technology,Category,Okidata,13/03/2020,Okidata MB491 Multifunction Printer,Machines,449.1
,Technology,False,False,Technology,Technology,Category,3D Systems,16/04/2020,"3D Systems Cube Printer, 2nd Generation, Magenta",Machines,9099.93
,Technology,False,False,Technology,Technology,Category,Cisco,03/05/2020,Cisco 8961 IP Phone Charcoal,Machines,224.937
,Technology,False,False,Technology,Technology,Category,Other,07/05/2020,Bady BDG101FRU Card Printer,Machines,3999.95
,Technology,False,False,Technology,Technology,Category,Panasonic,04/06/2020,Panasonic KX MC6040 Color Laser Multifunction Printer,Machines,1349.85
,Technology,False,False,Technology,Technology,Category,Brother,10/07/2020,"Brother MFC-9340CDW LED All-In-One Printer, Copier Scanner",Machines,341.991
,Technology,False,False,Technology,Technology,Category,Texas Instruments,21/11/2020,Texas Instrument TI-15 Fraction Calculator,Machines,30.345
,Technology,False,False,Technology,Technology,Category,Cubify,25/11/2020,Cubify CubeX 3D Printer Double Head Print,Machines,4499.985
,Technology,False,False,Technology,Technology,Category,Other,25/11/2020,Konica Minolta magicolor 1690MF Multifunction Printer,Machines,319.92
,Technology,False,False,Technology,Technology,Category,Hewlett-Packard,03/06/2021,Hewlett-Packard 300S Scientific Calculator,Machines,78.66
,Technology,False,False,Technology,Technology,Category,Hewlett-Packard,17/06/2021,Hewlett-Packard Desktjet 6988DT Refurbished Printer,Machines,3404.5
,Technology,False,False,Technology,Technology,Category,Lexmark,14/09/2021,Lexmark MarkNet N8150 Wireless Print Server,Machines,241.17
,Technology,False,False,Technology,Technology,Category,Other,14/09/2021,Ricoh - Ink Collector Unit for GX3000 Series Printers,Machines,12.585
,Technology,False,False,Technology,Technology,Category,Lexmark,17/09/2021,Lexmark 20R1285 X6650 Wireless All-in-One Printer,Machines,480
,Technology,False,False,Technology,Technology,Category,Fellowes,01/10/2021,Fellowes Powershred HS-440 4-Sheet High Security Shredder,Machines,1704.89
,Technology,False,False,Technology,Technology,Category,3D Systems,05/10/2021,"3D Systems Cube Printer, 2nd Generation, Magenta",Machines,5199.96
,Technology,False,False,Technology,Technology,Category,Epson,13/11/2021,Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,Machines,652.995
,Technology,False,False,Technology,Technology,Category,Hewlett-Packard,16/11/2021,Hewlett-Packard 300S Scientific Calculator,Machines,52.44
,Technology,False,False,Technology,Technology,Category,Other,01/03/2018,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,Phones,5.94
,Technology,False,False,Technology,Technology,Category,Other,03/03/2018,PowerGen Dual USB Car Charger,Phones,9.99
,Technology,False,False,Technology,Technology,Category,Square,29/04/2018,Square Credit Card Reader,Phones,19.98
,Technology,False,False,Technology,Technology,Category,Apple,18/05/2018,Apple iPhone 5,Phones,779.796
,Technology,False,False,Technology,Technology,Category,Other,30/05/2018,Geemarc AmpliPOWER60,Phones,464
,Technology,False,False,Technology,Technology,Category,GE,21/06/2018,GE 2-Jack Phone Line Splitter,Phones,617.97
,Technology,False,False,Technology,Technology,Category,Polycom,21/06/2018,Polycom SoundStation2 EX Conference phone,Phones,1214.85
,Technology,False,False,Technology,Technology,Category,Other,21/06/2018,Wireless Extenders zBoost YX545 SOHO Signal Booster,Phones,1322.93
,Technology,False,False,Technology,Technology,Category,Panasonic,22/06/2018,Panasonic Kx-TS550,Phones,82.782
,Technology,False,False,Technology,Technology,Category,Logitech,02/07/2018,"Logitech B530 USB Headset - headset - Full size, Binaural",Phones,73.98
,Technology,False,False,Technology,Technology,Category,Cisco,11/07/2018,Cisco SPA112 2 Port Phone Adapter,Phones,164.85
,Technology,False,False,Technology,Technology,Category,Cisco,11/07/2018,Cisco SPA508G,Phones,197.97
,Technology,False,False,Technology,Technology,Category,Griffin,14/07/2018,Griffin GC36547 PowerJolt SE Lightning Charger,Phones,13.494
,Technology,False,False,Technology,Technology,Category,iOttie,14/07/2018,iOttie HLCRIO102 Car Mount,Phones,23.988
,Technology,False,False,Technology,Technology,Category,Polycom,19/07/2018,Polycom VVX 310 VoIP phone,Phones,359.98
,Technology,False,False,Technology,Technology,Category,Plantronics,05/08/2018,"Plantronics CS 50-USB - headset - Convertible, Monaural",Phones,135.99
,Technology,False,False,Technology,Technology,Category,AT&T,07/09/2018,AT&T EL51110 DECT,Phones,377.97
,Technology,False,False,Technology,Technology,Category,Other,07/09/2018,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,Phones,32.382
,Technology,False,False,Technology,Technology,Category,Polycom,09/09/2018,Polycom SoundPoint IP 450 VoIP phone,Phones,135.516
,Technology,False,False,Technology,Technology,Category,Other,14/09/2018,Spigen Samsung Galaxy S5 Case Wallet,Phones,16.99
,Technology,False,False,Technology,Technology,Category,Other,14/09/2018,Vtech CS6719,Phones,287.97
,Technology,False,False,Technology,Technology,Category,Other,20/09/2018,Ooma Telo VoIP Home Phone System,Phones,629.95
,Technology,False,False,Technology,Technology,Category,Panasonic,20/09/2018,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,Phones,1349.91
,Technology,False,False,Technology,Technology,Category,Other,02/11/2018,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Phones,50.232
,Technology,False,False,Technology,Technology,Category,Polycom,02/11/2018,Polycom CX300 Desktop Phone USB VoIP phone,Phones,539.964
,Technology,False,False,Technology,Technology,Category,Panasonic,03/11/2018,Panasonic KX-TG9471B,Phones,783.96
,Technology,False,False,Technology,Technology,Category,Polycom,14/11/2018,Polycom SoundPoint Pro SE-225 Corded phone,Phones,832.93
,Technology,False,False,Technology,Technology,Category,Motorola,18/11/2018,Motorola Droid Maxx,Phones,539.964
,Technology,False,False,Technology,Technology,Category,Other,18/11/2018,PNY Rapid USB Car Charger - Black,Phones,9.588
,Technology,False,False,Technology,Technology,Category,Apple,19/11/2018,Apple iPhone 5,Phones,4548.81
,Technology,False,False,Technology,Technology,Category,Other,20/11/2018,Toshiba IPT2010-SD IP Telephone,Phones,833.94
,Technology,False,False,Technology,Technology,Category,Samsung,24/11/2018,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),Phones,1049.97
,Technology,False,False,Technology,Technology,Category,Samsung,24/11/2018,Samsung Galaxy S4,Phones,1502.376
,Technology,False,False,Technology,Technology,Category,Clearsounds,26/11/2018,ClearSounds CSC500 Amplified Spirit Phone Corded phone,Phones,279.96
,Technology,False,False,Technology,Technology,Category,Cisco,01/12/2018,Cisco IP Phone 7961G VoIP phone - Dark gray,Phones,271.9
,Technology,False,False,Technology,Technology,Category,Plantronics,04/12/2018,Plantronics Voyager Pro HD - Bluetooth Headset,Phones,129.98
,Technology,False,False,Technology,Technology,Category,Other,05/12/2018,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,Phones,36.738
,Technology,False,False,Technology,Technology,Category,Panasonic,05/12/2018,Panasonic KX T7736-B Digital phone,Phones,179.94
,Technology,False,False,Technology,Technology,Category,Clearsounds,30/12/2018,ClearSounds CSC500 Amplified Spirit Phone Corded phone,Phones,251.964
,Technology,False,False,Technology,Technology,Category,Anker,12/01/2019,Anker 24W Portable Micro USB Car Charger,Phones,26.376
,Technology,False,False,Technology,Technology,Category,GE,12/01/2019,GE 30524EE4,Phones,235.188
,Technology,False,False,Technology,Technology,Category,LG,12/01/2019,LG Electronics Tone+ HBS-730 Bluetooth Headset,Phones,107.118
,Technology,False,False,Technology,Technology,Category,Nortel,27/01/2019,Nortel Meridian M5316 Digital phone,Phones,155.37
,Technology,False,False,Technology,Technology,Category,Polycom,27/01/2019,Polycom VVX 310 VoIP phone,Phones,431.976
,Technology,False,False,Technology,Technology,Category,Other,14/02/2019,Google Nexus 5,Phones,323.982
,Technology,False,False,Technology,Technology,Category,Samsung,14/02/2019,Samsung Galaxy S4,Phones,625.99
,Technology,False,False,Technology,Technology,Category,Other,27/02/2019,i.Sound Portable Power - 8000 mAh,Phones,105.98
,Technology,False,False,Technology,Technology,Category,Samsung,05/03/2019,Samsung Convoy 3,Phones,466.158
,Technology,False,False,Technology,Technology,Category,LG,07/03/2019,LG G3,Phones,587.97
,Technology,False,False,Technology,Technology,Category,Plantronics,16/03/2019,Plantronics MX500i Earset,Phones,85.9
,Technology,False,False,Technology,Technology,Category,Panasonic,20/03/2019,Panasonic KX T7731-B Digital phone,Phones,199.98
,Technology,False,False,Technology,Technology,Category,Other,05/04/2019,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,Phones,14.85
,Technology,False,False,Technology,Technology,Category,Other,05/04/2019,Speck Products Candyshell Flip Case,Phones,41.988
,Technology,False,False,Technology,Technology,Category,Plantronics,16/04/2019,Plantronics 81402,Phones,118.782
,Technology,False,False,Technology,Technology,Category,Cisco,30/04/2019,Cisco Unified IP Phone 7945G VoIP phone,Phones,1022.97
,Technology,False,False,Technology,Technology,Category,Other,30/04/2019,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",Phones,209.5
,Technology,False,False,Technology,Technology,Category,Panasonic,28/05/2019,Panasonic Kx-TS550,Phones,45.99
,Technology,False,False,Technology,Technology,Category,Plantronics,30/05/2019,Plantronics MX500i Earset,Phones,128.85
,Technology,False,False,Technology,Technology,Category,RCA,30/05/2019,RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting,Phones,239.97
,Technology,False,False,Technology,Technology,Category,RCA,16/06/2019,RCA Visys Integrated PBX 8-Line Router,Phones,133.98
,Technology,False,False,Technology,Technology,Category,OtterBox,06/07/2019,OtterBox Commuter Series Case - Samsung Galaxy S4,Phones,124.95
,Technology,False,False,Technology,Technology,Category,Panasonic,09/07/2019,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,Phones,269.982
,Technology,False,False,Technology,Technology,Category,Other,11/07/2019,Wilson Electronics DB Pro Signal Booster,Phones,716
,Technology,False,False,Technology,Technology,Category,Plantronics,18/07/2019,"Plantronics CS 50-USB - headset - Convertible, Monaural",Phones,135.99
,Technology,False,False,Technology,Technology,Category,Plantronics,02/08/2019,Plantronics MX500i Earset,Phones,128.85
,Technology,False,False,Technology,Technology,Category,Nortel,09/08/2019,Nortel Meridian M3904 Professional Digital phone,Phones,307.98
,Technology,False,False,Technology,Technology,Category,Panasonic,09/08/2019,Panasonic KX-TG9471B,Phones,979.95
,Technology,False,False,Technology,Technology,Category,AT&T,11/08/2019,AT&T 841000 Phone,Phones,138
,Technology,False,False,Technology,Technology,Category,Cisco,16/08/2019,Cisco IP Phone 7961G-GE VoIP phone,Phones,519.792
,Technology,False,False,Technology,Technology,Category,Belkin,24/08/2019,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",Phones,26.982
,Technology,False,False,Technology,Technology,Category,Other,03/09/2019,Classic Ivory Antique Telephone ZL1810,Phones,100.49
,Technology,False,False,Technology,Technology,Category,Other,06/09/2019,ShoreTel ShorePhone IP 230 VoIP phone,Phones,337.98
,Technology,False,False,Technology,Technology,Category,Samsung,07/09/2019,Samsung Galaxy Note 3,Phones,791.964
,Technology,False,False,Technology,Technology,Category,Other,17/09/2019,ARKON Windshield Dashboard Air Vent Car Mount Holder,Phones,67.8
,Technology,False,False,Technology,Technology,Category,Clearsounds,17/09/2019,ClearSounds CSC500 Amplified Spirit Phone Corded phone,Phones,209.97
,Technology,False,False,Technology,Technology,Category,Polycom,18/09/2019,Polycom VVX 310 VoIP phone,Phones,1259.93
,Technology,False,False,Technology,Technology,Category,Samsung,18/09/2019,Samsung Galaxy S4 Active,Phones,499.99
,Technology,False,False,Technology,Technology,Category,Other,19/09/2019,PureGear Roll-On Screen Protector,Phones,279.86
,Technology,False,False,Technology,Technology,Category,Polycom,21/09/2019,Polycom VoiceStation 500 Conference phone,Phones,589.9
,Technology,False,False,Technology,Technology,Category,Other,25/09/2019,netTALK DUO VoIP Telephone Service,Phones,104.98
,Technology,False,False,Technology,Technology,Category,Grandstream,26/09/2019,Grandstream GXP2100 Mainstream Business Phone,Phones,45.894
,Technology,False,False,Technology,Technology,Category,Nortel,28/09/2019,Nortel Meridian M3904 Professional Digital phone,Phones,307.98
,Technology,False,False,Technology,Technology,Category,Cisco,01/10/2019,Cisco SPA301,Phones,311.98
,Technology,False,False,Technology,Technology,Category,Jawbone,09/10/2019,Jawbone JAMBOX Wireless Bluetooth Speaker,Phones,631.96
,Technology,False,False,Technology,Technology,Category,Mitel,16/10/2019,Mitel MiVoice 5330e IP Phone,Phones,824.97
,Technology,False,False,Technology,Technology,Category,ClearOne,25/10/2019,ClearOne Communications CHAT 70 OC Speaker Phone,Phones,158.99
,Technology,False,False,Technology,Technology,Category,Other,01/11/2019,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,Phones,4.95
,Technology,False,False,Technology,Technology,Category,Plantronics,01/11/2019,Plantronics MX500i Earset,Phones,42.95
,Technology,False,False,Technology,Technology,Category,Other,01/11/2019,Xblue XB-1670-86 X16 Small Office Telephone - Titanium,Phones,503.96
,Technology,False,False,Technology,Technology,Category,Mitel,08/11/2019,Mitel MiVoice 5330e IP Phone,Phones,549.98
,Technology,False,False,Technology,Technology,Category,Other,13/11/2019,BlackBerry Q10,Phones,377.97
