SongID,TimeStamp_Central,Performer,Album,Song,TimeStamp_UTC
CloseNick Jonas,1/8/2018 2:33:00 PM,Nick Jonas,Last Year Was Complicated,Close,1/8/2018 8:33:00 PM
Million ReasonsLady Gaga,1/8/2018 2:30:00 PM,Lady Gaga,Joanne (Deluxe),Million Reasons,1/8/2018 8:30:00 PM
Guys My Age - StrippedHey Violet,1/8/2018 2:26:00 PM,Hey Violet,Guys My Age (Stripped),Guys My Age - Stripped,1/8/2018 8:26:00 PM
Bang BangJessie J,1/8/2018 2:21:00 PM,Jessie J,Bang Bang,Bang Bang,1/8/2018 8:21:00 PM
Eyes ShutYears & Years,1/8/2018 2:18:00 PM,Years & Years,Communion (Deluxe),Eyes Shut,1/8/2018 8:18:00 PM
Just Give Me a ReasonP!nk,1/8/2018 2:14:00 PM,P!nk,The Truth About Love,Just Give Me a Reason,1/8/2018 8:14:00 PM
You or ThemVolbeat,1/8/2018 1:33:00 PM,Volbeat,Rock The Rebel / Metal The Devil,You or Them,1/8/2018 7:33:00 PM
Bullet With a NameNonpoint,1/8/2018 1:28:00 PM,Nonpoint,To the Pain,Bullet With a Name,1/8/2018 7:28:00 PM
Real Solution #9White Zombie,1/8/2018 1:24:00 PM,White Zombie,Astro Creep: 2000 Songs Of Love Destruction And Other Synthetic Delusions Of The Electric Head,Real Solution #9,1/8/2018 7:24:00 PM
StemStatic-X,1/8/2018 1:21:00 PM,Static-X,Wisconsin Death Trip,Stem,1/8/2018 7:21:00 PM
Hail to the KingAvenged Sevenfold,1/8/2018 1:16:00 PM,Avenged Sevenfold,Hail To The King,Hail to the King,1/8/2018 7:16:00 PM
HaloSoil,1/8/2018 1:12:00 PM,Soil,Scars (Expanded Edition),Halo,1/8/2018 7:12:00 PM
Beg for MeKorn,1/8/2018 1:08:00 PM,Korn,Issues,Beg for Me,1/8/2018 7:08:00 PM
JumpdafuckupSoulfly,1/8/2018 1:03:00 PM,Soulfly,Primitive (Special Edition),Jumpdafuckup,1/8/2018 7:03:00 PM
My Own Summer (Shove It)Deftones,1/8/2018 12:59:00 PM,Deftones,Around the Fur,My Own Summer (Shove It),1/8/2018 6:59:00 PM
DualitySlipknot,1/8/2018 12:39:00 PM,Slipknot,Antennas To Hell,Duality,1/8/2018 6:39:00 PM
Welcome Home (Sanitarium) (Remastered)Metallica,1/8/2018 12:33:00 PM,Metallica,Master of Puppets (Remastered Deluxe Box Set),Welcome Home (Sanitarium) (Remastered),1/8/2018 6:33:00 PM
I Stand AloneGodsmack,1/8/2018 12:29:00 PM,Godsmack,Good Times Bad Times - Ten Years of Godsmack,I Stand Alone,1/8/2018 6:29:00 PM
Won't Go QuietlyAll That Remains,1/8/2018 12:23:00 PM,All That Remains,For We Are Many,Won't Go Quietly,1/8/2018 6:23:00 PM
SyntheticSpineshank,1/8/2018 12:20:00 PM,Spineshank,The Best Of Spineshank,Synthetic,1/8/2018 6:20:00 PM
1st PersonStone Sour,1/8/2018 12:16:00 PM,Stone Sour,Come What[ever] May,1st Person,1/8/2018 6:16:00 PM
Ain't No AngelRon Pope,1/8/2018 12:11:00 PM,Ron Pope,Ron Pope & the Nighthawks,Ain't No Angel,1/8/2018 6:11:00 PM
Wake N BakeSimplified,1/8/2018 12:04:00 PM,Simplified,#wakenbakenation,Wake N Bake,1/8/2018 6:04:00 PM
MontanaPierce Edens,1/8/2018 11:59:00 AM,Pierce Edens,Pierce Edens,Montana,1/8/2018 5:59:00 PM
4 Pockets - Pharrell Williams MixSawyer Fredericks,1/8/2018 11:55:00 AM,Sawyer Fredericks,A Good Storm,4 Pockets - Pharrell Williams Mix,1/8/2018 5:55:00 PM
Hell and YouAmigo The Devil,1/8/2018 11:52:00 AM,Amigo The Devil,Decompositions,Hell and You,1/8/2018 5:52:00 PM
Get Your Shit TogetherPillow Fight,1/8/2018 11:47:00 AM,Pillow Fight,Pillowfight (Deluxe Version),Get Your Shit Together,1/8/2018 5:47:00 PM
Death RowJimi Charles Moody,1/8/2018 11:43:00 AM,Jimi Charles Moody,Islington,Death Row,1/8/2018 5:43:00 PM
House CallThe Shouting Matches,1/8/2018 11:38:00 AM,The Shouting Matches,Mouthoil,House Call,1/8/2018 5:38:00 PM
Somebody Was WatchingPops Staples,1/8/2018 11:34:00 AM,Pops Staples,Don't Lose This,Somebody Was Watching,1/8/2018 5:34:00 PM
Stranger to MePaul Luc,1/8/2018 11:28:00 AM,Paul Luc,Tried & True,Stranger to Me,1/8/2018 5:28:00 PM
RynodubThe Motet,1/8/2018 11:22:00 AM,The Motet,The Motet,Rynodub,1/8/2018 5:22:00 PM
Cocaine CowgirlMatt Mays,1/8/2018 11:19:00 AM,Matt Mays,Matt Mays & El Torpedo,Cocaine Cowgirl,1/8/2018 5:19:00 PM
ShinesThe Donkeys,1/8/2018 11:15:00 AM,The Donkeys,Ride The Black Wave,Shines,1/8/2018 5:15:00 PM
Mean and EvilMoreland & Arbuckle,1/8/2018 11:10:00 AM,Moreland & Arbuckle,Promised Land Or Bust,Mean and Evil,1/8/2018 5:10:00 PM
Cautionary TaleDylan LeBlanc,1/8/2018 11:07:00 AM,Dylan LeBlanc,Cautionary Tale,Cautionary Tale,1/8/2018 5:07:00 PM
Wild WomanThe Ballroom Thieves,1/8/2018 11:03:00 AM,The Ballroom Thieves,A Wolf in the Doorway,Wild Woman,1/8/2018 5:03:00 PM
GoneLaith Al-Saadi,1/8/2018 10:59:00 AM,Laith Al-Saadi,Real.,Gone,1/8/2018 4:59:00 PM
Coastal ShindigKing Fantastic,1/8/2018 10:55:00 AM,King Fantastic,SocioPoliticalPimpTalk,Coastal Shindig,1/8/2018 4:55:00 PM
Call Me In The AfternoonHalf Moon Run,1/8/2018 10:52:00 AM,Half Moon Run,Spotify Sessions,Call Me In The Afternoon,1/8/2018 4:52:00 PM
Father's SonFistful Of Mercy,1/8/2018 10:47:00 AM,Fistful Of Mercy,As I Call You Down,Father's Son,1/8/2018 4:47:00 PM
Birds With Broken WingsBen Caplan,1/8/2018 10:44:00 AM,Ben Caplan,Birds With Broken Wings,Birds With Broken Wings,1/8/2018 4:44:00 PM
Dance All NightTnertle,1/8/2018 10:39:00 AM,Tnertle,MataMata,Dance All Night,1/8/2018 4:39:00 PM
Empty Me OutLiz Vice,1/8/2018 10:34:00 AM,Liz Vice,There's a Light,Empty Me Out,1/8/2018 4:34:00 PM
Trouble MakerLANCO,1/8/2018 10:32:00 AM,LANCO,LANCO - EP,Trouble Maker,1/8/2018 4:32:00 PM
LEFT MY WOMANThe Wild Feathers,1/8/2018 10:27:00 AM,The Wild Feathers,The Wild Feathers (Deluxe Version),LEFT MY WOMAN,1/8/2018 4:27:00 PM
The RailroadGoodnight Texas,1/8/2018 10:23:00 AM,Goodnight Texas,A Long Life of Living,The Railroad,1/8/2018 4:23:00 PM
Angel From Montgomery - liveSusan Tedeschi,1/8/2018 10:16:00 AM,Susan Tedeschi,Live from Austin TX: Susan Tedeschi,Angel From Montgomery - live,1/8/2018 4:16:00 PM
Early Mornin' TonyFelt,1/8/2018 10:13:00 AM,Felt,Felt 2: A Tribute to Lisa Bonet,Early Mornin' Tony,1/8/2018 4:13:00 PM
Prologue (feat. Tonye Aganaba & the Living Society Soul Choir)City Real,1/8/2018 10:09:00 AM,City Real,Prologue,Prologue (feat. Tonye Aganaba & the Living Society Soul Choir),1/8/2018 4:09:00 PM
Where I'm GoingThe Wild Reeds,1/7/2018 7:48:00 PM,The Wild Reeds,Blind and Brave,Where I'm Going,1/8/2018 1:48:00 AM
If You Ain't Never Had the BluesBoo Boo Davis,1/7/2018 7:43:00 PM,Boo Boo Davis,What Kind of Shit Is This?,If You Ain't Never Had the Blues,1/8/2018 1:43:00 AM
GiantMatrimony,1/7/2018 7:38:00 PM,Matrimony,Montibello Memories,Giant,1/8/2018 1:38:00 AM
The WizardBrownout,1/7/2018 7:33:00 PM,Brownout,Brownout Presents Brown Sabbath,The Wizard,1/8/2018 1:33:00 AM
Dangerous WomanAriana Grande,1/7/2018 7:29:00 PM,Ariana Grande,Dangerous Woman,Dangerous Woman,1/8/2018 1:29:00 AM
Another LieStewart Lindsey,1/7/2018 7:25:00 PM,Stewart Lindsey,Spitballin',Another Lie,1/8/2018 1:25:00 AM
Bottled Up InsideKorn,1/7/2018 7:19:00 PM,Korn,Untouchables,Bottled Up Inside,1/8/2018 1:19:00 AM
Grizzly BearAngus & Julia Stone,1/5/2018 4:37:00 PM,Angus & Julia Stone,Angus & Julia Stone (Deluxe),Grizzly Bear,1/5/2018 10:37:00 PM
I Put a Spell on YouAnnie Lennox,1/5/2018 4:32:00 PM,Annie Lennox,Nostalgia,I Put a Spell on You,1/5/2018 10:32:00 PM
HereAlessia Cara,1/5/2018 4:29:00 PM,Alessia Cara,Know-It-All (Deluxe),Here,1/5/2018 10:29:00 PM
The WizardBrownout,1/5/2018 4:24:00 PM,Brownout,Brownout Presents Brown Sabbath,The Wizard,1/5/2018 10:24:00 PM
Gooey Rework (feat. Chester Watson)Glass Animals,1/5/2018 4:21:00 PM,Glass Animals,Gooey,Gooey Rework (feat. Chester Watson),1/5/2018 10:21:00 PM
Got ItMarian Hill,1/5/2018 4:16:00 PM,Marian Hill,Sway,Got It,1/5/2018 10:16:00 PM
LOVE 3X - R3hab RemixZZ Ward,1/5/2018 4:12:00 PM,ZZ Ward,LOVE 3X Remixes,LOVE 3X - R3hab Remix,1/5/2018 10:12:00 PM
The WizardBrownout,1/5/2018 4:09:00 PM,Brownout,Brownout Presents Brown Sabbath,The Wizard,1/5/2018 10:09:00 PM
Gooey Rework (feat. Chester Watson)Glass Animals,1/5/2018 4:06:00 PM,Glass Animals,Gooey,Gooey Rework (feat. Chester Watson),1/5/2018 10:06:00 PM
Got ItMarian Hill,1/5/2018 4:02:00 PM,Marian Hill,Sway,Got It,1/5/2018 10:02:00 PM
LOVE 3X - R3hab RemixZZ Ward,1/5/2018 3:57:00 PM,ZZ Ward,LOVE 3X Remixes,LOVE 3X - R3hab Remix,1/5/2018 9:57:00 PM
Blame It on MeThe John Butler Trio,1/5/2018 3:51:00 PM,The John Butler Trio,Flesh & Blood,Blame It on Me,1/5/2018 9:51:00 PM
GracelandAllan Rayman,1/5/2018 3:46:00 PM,Allan Rayman,Hotel Allan,Graceland,1/5/2018 9:46:00 PM
VibrateRufus Wainwright,1/5/2018 3:43:00 PM,Rufus Wainwright,Want One,Vibrate,1/5/2018 9:43:00 PM
When I Get My Hands On YouThe New Basement Tapes,1/5/2018 3:39:00 PM,The New Basement Tapes,Lost On The River,When I Get My Hands On You,1/5/2018 9:39:00 PM
No Sugar TonightThe Guess Who,1/5/2018 3:34:00 PM,The Guess Who,The Best Of The Guess Who,No Sugar Tonight,1/5/2018 9:34:00 PM
Here We GoLower Than Atlantis,1/5/2018 3:30:00 PM,Lower Than Atlantis,Lower Than Atlantis,Here We Go,1/5/2018 9:30:00 PM
Divisionary (Do The Right Thing)Ages and Ages,1/5/2018 3:26:00 PM,Ages and Ages,Divisionary,Divisionary (Do The Right Thing),1/5/2018 9:26:00 PM
One Track MindSpanish Gold,1/5/2018 3:20:00 PM,Spanish Gold,South Of Nowhere,One Track Mind,1/5/2018 9:20:00 PM
Woodstock (Psychedelic Fiction)Jon Bellion,1/5/2018 3:15:00 PM,Jon Bellion,Woodstock (Psychedelic Fiction),Woodstock (Psychedelic Fiction),1/5/2018 9:15:00 PM
If You Ain't Never Had the BluesBoo Boo Davis,1/5/2018 3:10:00 PM,Boo Boo Davis,What Kind of Shit Is This?,If You Ain't Never Had the Blues,1/5/2018 9:10:00 PM
My Song 5HAIM,1/5/2018 3:05:00 PM,HAIM,Days Are Gone,My Song 5,1/5/2018 9:05:00 PM
King and CrossÁsgeir,1/5/2018 3:01:00 PM,Ásgeir,In the Silence,King and Cross,1/5/2018 9:01:00 PM
No DiabloUmphrey's McGee,1/5/2018 2:57:00 PM,Umphrey's McGee,Similar Skin,No Diablo,1/5/2018 8:57:00 PM
Clothes Off - Single VersionRia Mae,1/5/2018 2:54:00 PM,Ria Mae,Clothes Off,Clothes Off - Single Version,1/5/2018 8:54:00 PM
LydiaHighly Suspect,1/5/2018 2:48:00 PM,Highly Suspect,Mister Asylum,Lydia,1/5/2018 8:48:00 PM
Call It What It IsBen Harper and The Innocent Criminals,1/5/2018 2:45:00 PM,Ben Harper and The Innocent Criminals,Call It What It Is,Call It What It Is,1/5/2018 8:45:00 PM
CrazyKat Dahlia,1/5/2018 2:41:00 PM,Kat Dahlia,My Garden,Crazy,1/5/2018 8:41:00 PM
StompaSerena Ryder,1/5/2018 2:37:00 PM,Serena Ryder,Harmony (Deluxe),Stompa,1/5/2018 8:37:00 PM
GiantMatrimony,1/5/2018 2:32:00 PM,Matrimony,Montibello Memories,Giant,1/5/2018 8:32:00 PM
Don't Ask Me (Bonus Track)Seasick Steve,1/5/2018 2:25:00 PM,Seasick Steve,Sonic Soul Surfer,Don't Ask Me (Bonus Track),1/5/2018 8:25:00 PM
LOVE 3X - RAC MixZZ Ward,1/5/2018 2:22:00 PM,ZZ Ward,LOVE 3X Remixes,LOVE 3X - RAC Mix,1/5/2018 8:22:00 PM
Tell MeBros,1/5/2018 2:16:00 PM,Bros,Vol. 1,Tell Me,1/5/2018 8:16:00 PM
ImpossibleLion Babe,1/5/2018 2:14:00 PM,Lion Babe,Impossible,Impossible,1/5/2018 8:14:00 PM
PowerfulMajor Lazer,1/5/2018 2:10:00 PM,Major Lazer,Powerful (Remixes),Powerful,1/5/2018 8:10:00 PM
Don't Take My Man to IdahoJessica Hernandez and the Deltas,1/5/2018 2:08:00 PM,Jessica Hernandez and the Deltas,Deceptacon / Don't Take My Man to Idaho - Single,Don't Take My Man to Idaho,1/5/2018 8:08:00 PM
PrisonerJordan Bratton,1/5/2018 2:04:00 PM,Jordan Bratton,YOUTH,Prisoner,1/5/2018 8:04:00 PM
LydiaHighly Suspect,1/5/2018 1:59:00 PM,Highly Suspect,Mister Asylum,Lydia,1/5/2018 7:59:00 PM
Dangerous (feat. Joywave)Big Data,1/5/2018 1:54:00 PM,Big Data,2.0,Dangerous (feat. Joywave),1/5/2018 7:54:00 PM
Light Will Keep Your Heart Beating in the FutureMike Doughty,1/5/2018 1:51:00 PM,Mike Doughty,Stellar Motel,Light Will Keep Your Heart Beating in the Future,1/5/2018 7:51:00 PM
Go It AloneBeck,1/5/2018 1:47:00 PM,Beck,Guero,Go It Alone,1/5/2018 7:47:00 PM
BansheeKendra Morris,1/5/2018 1:41:00 PM,Kendra Morris,Banshee,Banshee,1/5/2018 7:41:00 PM
WorryJack Garratt,1/5/2018 1:37:00 PM,Jack Garratt,Phase (Deluxe),Worry,1/5/2018 7:37:00 PM
Dangerous WomanAriana Grande,1/5/2018 1:34:00 PM,Ariana Grande,Dangerous Woman,Dangerous Woman,1/5/2018 7:34:00 PM
Hummed LowOdessa,1/5/2018 9:57:00 AM,Odessa,Odessa,Hummed Low,1/5/2018 3:57:00 PM
Bang BangLawrence Taylor,1/5/2018 9:52:00 AM,Lawrence Taylor,Bang Bang,Bang Bang,1/5/2018 3:52:00 PM
Super Rich KidsFrank Ocean,1/5/2018 9:47:00 AM,Frank Ocean,channel ORANGE,Super Rich Kids,1/5/2018 3:47:00 PM
No BusinessBonnie Raitt,1/5/2018 9:43:00 AM,Bonnie Raitt,Luck Of The Draw,No Business,1/5/2018 3:43:00 PM
Monkey Tree - UK MixMother Mother,1/5/2018 9:39:00 AM,Mother Mother,Very Good Bad Thing,Monkey Tree - UK Mix,1/5/2018 3:39:00 PM
Wild HorsesBishop Briggs,1/5/2018 9:35:00 AM,Bishop Briggs,Bishop Briggs,Wild Horses,1/5/2018 3:35:00 PM
By My SideThe Rides,1/5/2018 9:30:00 AM,The Rides,Pierced Arrow,By My Side,1/5/2018 3:30:00 PM
Tha CrossroadsBone Thugs-N-Harmony,1/5/2018 9:26:00 AM,Bone Thugs-N-Harmony,E. 1999 Eternal,Tha Crossroads,1/5/2018 3:26:00 PM
Hold on I'm ComingWelshly Arms,1/5/2018 9:22:00 AM,Welshly Arms,Covers EP,Hold on I'm Coming,1/5/2018 3:22:00 PM
Smokin' Love (feat. Collie Buddz)Stick Figure,1/5/2018 9:17:00 AM,Stick Figure,Smokin' Love (feat. Collie Buddz),Smokin' Love (feat. Collie Buddz),1/5/2018 3:17:00 PM
Can You Feel the Love TonightJoseph Williams,1/4/2018 7:17:00 PM,Joseph Williams,The Lion King,Can You Feel the Love Tonight,1/5/2018 1:17:00 AM
I Won't Say (I'm In Love)Susan Egan,1/4/2018 7:15:00 PM,Susan Egan,Disney's Greatest Volume 1,I Won't Say (I'm In Love),1/5/2018 1:15:00 AM
Dig a Little DeeperJenifer Lewis featuring the Pinnacle Gospel Choir,1/4/2018 7:12:00 PM,Jenifer Lewis featuring the Pinnacle Gospel Choir,The Princess and the Frog,Dig a Little Deeper,1/5/2018 1:12:00 AM
A Girl Worth Fighting For - From Mulan/SoundtrackHarvey Fierstein,1/4/2018 7:10:00 PM,Harvey Fierstein,Mulan,A Girl Worth Fighting For - From Mulan/Soundtrack,1/5/2018 1:10:00 AM
When Will My Life Begin - From Tangled/Soundtrack VersionMandy Moore,1/4/2018 7:07:00 PM,Mandy Moore,Tangled,When Will My Life Begin - From Tangled/Soundtrack Version,1/5/2018 1:07:00 AM
Honor To Us AllLea Salonga,1/4/2018 7:04:00 PM,Lea Salonga,Mulan Original Soundtrack,Honor To Us All,1/5/2018 1:04:00 AM
Zero to HeroChorus - Hercules,1/4/2018 7:02:00 PM,Chorus - Hercules,Hercules,Zero to Hero,1/5/2018 1:02:00 AM
Just Around The RiverbendJudy Kuhn,1/4/2018 6:59:00 PM,Judy Kuhn,Pocahontas,Just Around The Riverbend,1/5/2018 12:59:00 AM
Something ThereRobby Benson,1/4/2018 6:57:00 PM,Robby Benson,Beauty And The Beast (Soundtrack),Something There,1/5/2018 12:57:00 AM
Bibbidi-Bobbidi-Boo (The Magic Song)Helena Bonham Carter,1/4/2018 6:55:00 PM,Helena Bonham Carter,Cinderella (Original Motion Picture Soundtrack),Bibbidi-Bobbidi-Boo (The Magic Song),1/5/2018 12:55:00 AM
I'll Make a Man Out of You - From Mulan/SoundtrackDonny Osmond,1/4/2018 6:51:00 PM,Donny Osmond,Mulan,I'll Make a Man Out of You - From Mulan/Soundtrack,1/5/2018 12:51:00 AM
Chim Chim Cher-ee - From Mary Poppins/Soundtrack VersionDick Van Dyke,1/4/2018 6:48:00 PM,Dick Van Dyke,Disney's Greatest Volume 2,Chim Chim Cher-ee - From Mary Poppins/Soundtrack Version,1/5/2018 12:48:00 AM
Kiss the GirlSamuel E. Wright,1/4/2018 6:45:00 PM,Samuel E. Wright,Disney's Greatest Volume 1,Kiss the Girl,1/5/2018 12:45:00 AM
Do You Want To Build A Snowman?Kristen Bell,1/4/2018 6:42:00 PM,Kristen Bell,Frozen (Original Motion Picture Soundtrack / Deluxe Edition),Do You Want To Build A Snowman?,1/5/2018 12:42:00 AM
I've Got a Dream - From Tangled/Soundtrack VersionMandy Moore,1/4/2018 6:39:00 PM,Mandy Moore,Tangled,I've Got a Dream - From Tangled/Soundtrack Version,1/5/2018 12:39:00 AM
RotDry Kill Logic,1/4/2018 5:03:00 PM,Dry Kill Logic,The Darker Side of Nonsense,Rot,1/4/2018 11:03:00 PM
You've Got Me Running in CirclesSonny Cleveland,1/4/2018 5:00:00 PM,Sonny Cleveland,Sonny Cleveland,You've Got Me Running in Circles,1/4/2018 11:00:00 PM
LydiaHighly Suspect,1/4/2018 4:56:00 PM,Highly Suspect,lydia,Lydia,1/4/2018 10:56:00 PM
Ignition (Remix)R. Kelly,1/4/2018 4:53:00 PM,R. Kelly,The R. In R&B Collection: Volume 1,Ignition (Remix),1/4/2018 10:53:00 PM
I Stand AloneGodsmack,1/4/2018 4:36:00 PM,Godsmack,Good Times Bad Times - Ten Years of Godsmack,I Stand Alone,1/4/2018 10:36:00 PM
Live In The DarkJeff Beck,1/4/2018 4:32:00 PM,Jeff Beck,Loud Hailer,Live In The Dark,1/4/2018 10:32:00 PM
BANG BANGMonophonics,1/4/2018 4:28:00 PM,Monophonics,In Your Brain,BANG BANG,1/4/2018 10:28:00 PM
HurricaneThe Band of Heathens,1/4/2018 4:23:00 PM,The Band of Heathens,Top Hat Crown & The Clapmaster 's Son,Hurricane,1/4/2018 10:23:00 PM
Good FeelBoy Named Banjo,1/4/2018 4:17:00 PM,Boy Named Banjo,Long Story Short,Good Feel,1/4/2018 10:17:00 PM
Yellow TaxiMadisen Ward And The Mama Bear,1/4/2018 4:13:00 PM,Madisen Ward And The Mama Bear,Skeleton Crew,Yellow Taxi,1/4/2018 10:13:00 PM
Inside OutSpoon,1/4/2018 4:06:00 PM,Spoon,They Want My Soul,Inside Out,1/4/2018 10:06:00 PM
HaloSoil,1/4/2018 4:03:00 PM,Soil,Scars (Expanded Edition),Halo,1/4/2018 10:03:00 PM
Do It AgainSteely Dan,1/4/2018 3:57:00 PM,Steely Dan,Showbiz Kids: The Steely Dan Story 1972 - 1980 (Remastered),Do It Again,1/4/2018 9:57:00 PM
Joe - Live From Austin City LimitsAlabama Shakes,1/4/2018 3:52:00 PM,Alabama Shakes,Joe (Live from Austin City Limits),Joe - Live From Austin City Limits,1/4/2018 9:52:00 PM
Evil Friends (feat. Danny Brown) - Jake One RemixPortugal. The Man,1/4/2018 3:48:00 PM,Portugal. The Man,Remix EP,Evil Friends (feat. Danny Brown) - Jake One Remix,1/4/2018 9:48:00 PM
OverkillMotörhead,1/4/2018 3:43:00 PM,Motörhead,Overkill,Overkill,1/4/2018 9:43:00 PM
Just KidsMat Kearney,1/4/2018 3:38:00 PM,Mat Kearney,JUST KIDS (Deluxe Edition),Just Kids,1/4/2018 9:38:00 PM
VaporizeAmos Lee,1/4/2018 3:33:00 PM,Amos Lee,Vaporize,Vaporize,1/4/2018 9:33:00 PM
Look Like A BirdAmanda Shires,1/4/2018 3:29:00 PM,Amanda Shires,Down Fell The Doves,Look Like A Bird,1/4/2018 9:29:00 PM
Darlin'Houndmouth,1/4/2018 3:25:00 PM,Houndmouth,Little Neon Limelight,Darlin',1/4/2018 9:25:00 PM
Overkill - LiveMetallica,1/4/2018 3:21:00 PM,Metallica,Garage Inc.,Overkill - Live,1/4/2018 9:21:00 PM
Vultures of CultureNahko and Medicine for the People,1/4/2018 3:11:00 PM,Nahko and Medicine for the People,On the Verge,Vultures of Culture,1/4/2018 9:11:00 PM
KodachromePaul Simon,1/4/2018 3:08:00 PM,Paul Simon,There Goes Rhymin' Simon,Kodachrome,1/4/2018 9:08:00 PM
Hold Me DownHalsey,1/4/2018 3:04:00 PM,Halsey,BADLANDS (Deluxe),Hold Me Down,1/4/2018 9:04:00 PM
Pale Blue EyesThe Velvet Underground,1/4/2018 2:57:00 PM,The Velvet Underground,The Velvet Underground,Pale Blue Eyes,1/4/2018 8:57:00 PM
BabeStyx,1/4/2018 2:53:00 PM,Styx,Greatest Hits,Babe,1/4/2018 8:53:00 PM
Look What You Made Me DoTaylor Swift,1/4/2018 2:49:00 PM,Taylor Swift,Look What You Made Me Do,Look What You Made Me Do,1/4/2018 8:49:00 PM
Love Sex And Fancy ThingsThe Floozies,1/4/2018 2:44:00 PM,The Floozies,Tell Your Mother,Love Sex And Fancy Things,1/4/2018 8:44:00 PM
Here We GoLower Than Atlantis,1/4/2018 2:39:00 PM,Lower Than Atlantis,Here We Go,Here We Go,1/4/2018 8:39:00 PM
If I'm UnworthyBlake Mills,1/4/2018 2:34:00 PM,Blake Mills,Heigh Ho,If I'm Unworthy,1/4/2018 8:34:00 PM
Light of DayAubrie Sellers,1/4/2018 2:30:00 PM,Aubrie Sellers,New City Blues,Light of Day,1/4/2018 8:30:00 PM
Half the ManRozzi Crane,1/4/2018 2:26:00 PM,Rozzi Crane,Space,Half the Man,1/4/2018 8:26:00 PM
Clint EastwoodGorillaz,1/4/2018 2:19:00 PM,Gorillaz,Gorillaz,Clint Eastwood,1/4/2018 8:19:00 PM
All Your Light (Times Like These)Portugal. The Man,1/4/2018 2:14:00 PM,Portugal. The Man,In the Mountain in the Cloud,All Your Light (Times Like These),1/4/2018 8:14:00 PM
How'm I Gonna Find You NowJames McMurtry,1/4/2018 2:10:00 PM,James McMurtry,Complicated Game,How'm I Gonna Find You Now,1/4/2018 8:10:00 PM
Catfish Blues - LiveGary Clark Jr.,1/4/2018 2:01:00 PM,Gary Clark Jr.,Gary Clark Jr. Live,Catfish Blues - Live,1/4/2018 8:01:00 PM
Addicted To LoveAlex Clare,1/4/2018 1:56:00 PM,Alex Clare,Three Hearts,Addicted To Love,1/4/2018 7:56:00 PM
You Can Bring Me FlowersRay LaMontagne,1/4/2018 1:52:00 PM,Ray LaMontagne,Till The Sun Turns Black,You Can Bring Me Flowers,1/4/2018 7:52:00 PM
Losing Side of Twenty FiveAmerican Aquarium,1/4/2018 1:47:00 PM,American Aquarium,Wolves,Losing Side of Twenty Five,1/4/2018 7:47:00 PM
Lost in a CrowdFantastic Negrito,1/4/2018 1:42:00 PM,Fantastic Negrito,Fantastic Negrito Deluxe EP,Lost in a Crowd,1/4/2018 7:42:00 PM
Regular WorldSpirit Animal,1/4/2018 1:39:00 PM,Spirit Animal,Regular World,Regular World,1/4/2018 7:39:00 PM
WorryJack Garratt,1/4/2018 1:35:00 PM,Jack Garratt,Remnants,Worry,1/4/2018 7:35:00 PM
Last ResortPapa Roach,1/4/2018 1:30:00 PM,Papa Roach,Infest,Last Resort,1/4/2018 7:30:00 PM
Katie Queen Of TennesseeThe Apache Relay,1/4/2018 1:27:00 PM,The Apache Relay,Apache Relay,Katie Queen Of Tennessee,1/4/2018 7:27:00 PM
House Of MercySarah Jarosz,1/4/2018 1:22:00 PM,Sarah Jarosz,Undercurrent,House Of Mercy,1/4/2018 7:22:00 PM
SATISFYMOONZZ,1/4/2018 1:19:00 PM,MOONZZ,Satisfy,SATISFY,1/4/2018 7:19:00 PM
HavanaCamila Cabello,1/4/2018 1:15:00 PM,Camila Cabello,,Havana,1/4/2018 7:15:00 PM
HavanaCamila Cabello,1/4/2018 1:14:00 PM,Camila Cabello,,Havana,1/4/2018 7:14:00 PM
Feel It StillPortugal. The Man,1/4/2018 1:11:00 PM,Portugal. The Man,Woodstock,Feel It Still,1/4/2018 7:11:00 PM
ThunderImagine Dragons,1/4/2018 11:58:00 AM,Imagine Dragons,Evolve,Thunder,1/4/2018 5:58:00 PM
PerfectEd Sheeran,1/4/2018 11:53:00 AM,Ed Sheeran,÷ (Deluxe),Perfect,1/4/2018 5:53:00 PM
Bad at LoveHalsey,1/4/2018 11:50:00 AM,Halsey,,Bad at Love,1/4/2018 5:50:00 PM
BelieverImagine Dragons,1/4/2018 11:46:00 AM,Imagine Dragons,Evolve,Believer,1/4/2018 5:46:00 PM
What Lovers DoMaroon 5,1/4/2018 11:42:00 AM,Maroon 5,,What Lovers Do,1/4/2018 5:42:00 PM
How LongCharlie Puth,1/4/2018 11:39:00 AM,Charlie Puth,,How Long,1/4/2018 5:39:00 PM
Let You DownNF,1/4/2018 11:36:00 AM,NF,Perception,Let You Down,1/4/2018 5:36:00 PM
Let Me GoHailee Steinfeld,1/4/2018 11:32:00 AM,Hailee Steinfeld,,Let Me Go,1/4/2018 5:32:00 PM
Don't Say GoodbyeAaron Carter,1/4/2018 11:13:00 AM,Aaron Carter,,Don't Say Goodbye,1/4/2018 5:13:00 PM
Don't Say GoodbyeAaron Carter,1/4/2018 11:13:00 AM,Aaron Carter,,Don't Say Goodbye,1/4/2018 5:13:00 PM
I Like Me BetterLauv,1/4/2018 11:08:00 AM,Lauv,I Like Me Better,I Like Me Better,1/4/2018 5:08:00 PM
