Question Number,Question Text,University,Sample Size,% Agree
Q01,Staff are good at explaining things,Spurgeon's College,22,1
Q02,Staff have made the subject interesting,Spurgeon's College,22,1
Q03,The course is intellectually stimulating,Spurgeon's College,22,1
Q04,My course has challenged me to achieve my best work,Spurgeon's College,22,0.9412
Q05,My course has provided me with opportunities to explore ideas or concepts in depth,Spurgeon's College,22,0.9412
Q06,My course has provided me with opportunities to bring information and ideas together from different topics,Spurgeon's College,22,0.8824
Q07,My course has provided me with opportunities to apply what I have learnt,Spurgeon's College,22,1
Q08,The criteria used in marking have been clear in advance,Spurgeon's College,22,0.8824
Q09,Marking and assessment has been fair,Spurgeon's College,22,0.8824
Q10,Feedback on my work has been timely,Spurgeon's College,22,1
Q11,I have received helpful comments on my work,Spurgeon's College,22,0.9412
Q12,I have been able to contact staff when I needed to,Spurgeon's College,22,1
Q13,I have received sufficient advice and guidance in relation to my course,Spurgeon's College,22,0.8235
Q14,Good advice was available when I needed to make study choices on my course,Spurgeon's College,22,0.6875
Q15,The course is well organised and running smoothly,Spurgeon's College,22,0.9412
Q16,The timetable works efficiently for me,Spurgeon's College,22,0.7647
Q17,Any changes in the course or teaching have been communicated effectively,Spurgeon's College,22,1
Q18,The IT resources and facilities provided have supported my learning well,Spurgeon's College,22,0.7059
Q19,"The library resources (e.g. books, online services and learning spaces) have supported my learning well",Spurgeon's College,22,0.9412
Q20,"I have been able to access course-specific resources (e.g. equipment, facilities, software, collections) when I needed to",Spurgeon's College,22,0.8125
Q21,I feel part of a community of staff and students,Spurgeon's College,22,0.8824
Q22,I have had the right opportunities to work with other students as part of my course,Spurgeon's College,22,1
Q23,I have had the right opportunities to provide feedback on my course,Spurgeon's College,22,0.9412
Q24,Staff value students’ views and opinions about the course,Spurgeon's College,22,0.8824
Q25,It is clear how students’ feedback on the course has been acted on,Spurgeon's College,22,0.6471
Q26,The students’ union (association or guild) effectively represents students’ academic interests,Spurgeon's College,22,0.5333
Q27,"Overall, I am satisfied with the quality of the course",Spurgeon's College,22,0.9412
Q01,Staff are good at explaining things,SRUC,244,0.8621
Q02,Staff have made the subject interesting,SRUC,244,0.7241
Q03,The course is intellectually stimulating,SRUC,244,0.6954
Q04,My course has challenged me to achieve my best work,SRUC,244,0.7241
Q05,My course has provided me with opportunities to explore ideas or concepts in depth,SRUC,244,0.7069
Q06,My course has provided me with opportunities to bring information and ideas together from different topics,SRUC,244,0.8547
Q07,My course has provided me with opportunities to apply what I have learnt,SRUC,244,0.5896
Q08,The criteria used in marking have been clear in advance,SRUC,244,0.5665
Q09,Marking and assessment has been fair,SRUC,244,0.6782
Q10,Feedback on my work has been timely,SRUC,244,0.3678
Q11,I have received helpful comments on my work,SRUC,244,0.6782
Q12,I have been able to contact staff when I needed to,SRUC,244,0.8786
Q13,I have received sufficient advice and guidance in relation to my course,SRUC,244,0.7746
Q14,Good advice was available when I needed to make study choices on my course,SRUC,244,0.6294
Q15,The course is well organised and running smoothly,SRUC,244,0.3621
Q16,The timetable works efficiently for me,SRUC,244,0.592
Q17,Any changes in the course or teaching have been communicated effectively,SRUC,244,0.6207
Q18,The IT resources and facilities provided have supported my learning well,SRUC,244,0.7326
Q19,"The library resources (e.g. books, online services and learning spaces) have supported my learning well",SRUC,244,0.7965
Q20,"I have been able to access course-specific resources (e.g. equipment, facilities, software, collections) when I needed to",SRUC,244,0.7647
Q21,I feel part of a community of staff and students,SRUC,244,0.6437
Q22,I have had the right opportunities to work with other students as part of my course,SRUC,244,0.7965
Q23,I have had the right opportunities to provide feedback on my course,SRUC,244,0.7241
Q24,Staff value students’ views and opinions about the course,SRUC,244,0.6763
Q25,It is clear how students’ feedback on the course has been acted on,SRUC,244,0.3621
Q26,The students’ union (association or guild) effectively represents students’ academic interests,SRUC,244,0.4136
Q27,"Overall, I am satisfied with the quality of the course",SRUC,244,0.7184
Q01,Staff are good at explaining things,University of St Andrews,1764,0.9508
Q02,Staff have made the subject interesting,University of St Andrews,1764,0.9157
Q03,The course is intellectually stimulating,University of St Andrews,1764,0.9421
Q04,My course has challenged me to achieve my best work,University of St Andrews,1764,0.8701
