UKPRN,Provider name,Country of provider,Domicile,Level of qualification obtained,Mode of former study,Interim study,Age group,Activity,Academic year,Number
10002899,Harlow College,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Full-time further study,2021/22,0
10003022,Hereford College of Arts,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Full-time further study,2021/22,0
10003035,Hertford Regional College,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Full-time further study,2021/22,0
10003128,Holy Cross College,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Full-time further study,2021/22,0
10003146,Hopwood Hall College,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Full-time further study,2021/22,0
10003193,Hugh Baird College,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Full-time further study,2021/22,0
10003200,Hull College,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Full-time further study,2021/22,0
10003239,ICON College of Technology and Management,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Full-time further study,2021/22,0
10003270,"Imperial College of Science, Technology and Medicine",England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Full-time further study,2021/22,150
10007145,University of Gloucestershire,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Full-time further study,2021/22,25
10007146,The University of Greenwich,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Full-time further study,2021/22,50
10007147,University of Hertfordshire,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Full-time further study,2021/22,55
10007148,The University of Huddersfield,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Full-time further study,2021/22,80
10007149,The University of Hull,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Full-time further study,2021/22,65
10007289,Heart of Yorkshire Education Group,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Full-time further study,2021/22,0
10007825,Guildhall School of Music and Drama,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Full-time further study,2021/22,0
10007938,TEC Partnership,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Full-time further study,2021/22,0
10007977,Heart of Worcestershire College,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Full-time further study,2021/22,0
10040812,Harper Adams University,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Full-time further study,2021/22,10
10002094,"Ealing, Hammersmith & West London College",England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Non-respondents,2021/22,0
10002696,Gloucestershire College,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Non-respondents,2021/22,25
10002718,Goldsmiths College,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Non-respondents,2021/22,400
10002743,Grantham College,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Non-respondents,2021/22,0
10002852,Halesowen College,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Non-respondents,2021/22,10
10002899,Harlow College,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Non-respondents,2021/22,0
10003022,Hereford College of Arts,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Non-respondents,2021/22,15
10003035,Hertford Regional College,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Non-respondents,2021/22,5
10003128,Holy Cross College,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Non-respondents,2021/22,5
10003146,Hopwood Hall College,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Non-respondents,2021/22,0
10003193,Hugh Baird College,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Non-respondents,2021/22,45
10003200,Hull College,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Non-respondents,2021/22,15
10003239,ICON College of Technology and Management,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Non-respondents,2021/22,5
10003270,"Imperial College of Science, Technology and Medicine",England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Non-respondents,2021/22,455
10007145,University of Gloucestershire,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Non-respondents,2021/22,450
10007146,The University of Greenwich,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Non-respondents,2021/22,985
10007147,University of Hertfordshire,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Non-respondents,2021/22,1145
10007148,The University of Huddersfield,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Non-respondents,2021/22,850
10007149,The University of Hull,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Non-respondents,2021/22,665
10007289,Heart of Yorkshire Education Group,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Non-respondents,2021/22,50
10007825,Guildhall School of Music and Drama,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Non-respondents,2021/22,45
10007938,TEC Partnership,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Non-respondents,2021/22,75
10007977,Heart of Worcestershire College,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Non-respondents,2021/22,10
10040812,Harper Adams University,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Non-respondents,2021/22,150
10002094,"Ealing, Hammersmith & West London College",England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,"Other including travel, caring for someone or retired",2021/22,0
10002696,Gloucestershire College,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,"Other including travel, caring for someone or retired",2021/22,0
10002718,Goldsmiths College,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,"Other including travel, caring for someone or retired",2021/22,20
10002743,Grantham College,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,"Other including travel, caring for someone or retired",2021/22,0
10002852,Halesowen College,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,"Other including travel, caring for someone or retired",2021/22,0
10002899,Harlow College,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,"Other including travel, caring for someone or retired",2021/22,0
10003022,Hereford College of Arts,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,"Other including travel, caring for someone or retired",2021/22,5
10003035,Hertford Regional College,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,"Other including travel, caring for someone or retired",2021/22,0
10003128,Holy Cross College,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,"Other including travel, caring for someone or retired",2021/22,0
10003146,Hopwood Hall College,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,"Other including travel, caring for someone or retired",2021/22,0
10003193,Hugh Baird College,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,"Other including travel, caring for someone or retired",2021/22,0
10003200,Hull College,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,"Other including travel, caring for someone or retired",2021/22,0
10003239,ICON College of Technology and Management,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,"Other including travel, caring for someone or retired",2021/22,0
10003270,"Imperial College of Science, Technology and Medicine",England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,"Other including travel, caring for someone or retired",2021/22,30
10007145,University of Gloucestershire,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,"Other including travel, caring for someone or retired",2021/22,30
10007146,The University of Greenwich,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,"Other including travel, caring for someone or retired",2021/22,55
10007147,University of Hertfordshire,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,"Other including travel, caring for someone or retired",2021/22,60
10007148,The University of Huddersfield,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,"Other including travel, caring for someone or retired",2021/22,70
